128 50,58 e50 e58 0.12631775401566053
129 54,56 e54 e56 0.12275022689138457
130 53,54 e53 e54 0.11632306410597246
131 54,55 e54 e55 0.1993641953643127
132 53,59 e53 e59 0.11311356456502866
133 52,58 e52 e58 0.14310983815548464
134 52,57 e52 e57 0.18467619086406722
135 52,59 e52 e59 0.17616611789551967
136 55,64 e55 e64 0.18339105191883392
137 59,62 e59 e62 0.12862144060041614
138 52,61 e52 e61 0.12489834264905664
139 57,60 e57 e60 0.09522961086833749
140 55,62 e55 e62 0.1314671709581509
141 61,62 e61 e62 0.1628845387891995
142 60,61 e60 e61 0.18593176275955572
143 61,65 e61 e65 0.19252885671352307
144 62,63 e62 e63 0.21635690308222502
145 63,64 e63 e64 0.14944127769332827
146 63,65 e63 e65 0.18490513524903787
147 63,71 e63 e1005 0.09832914747704213
148 110,88 南京信息工程大学体育馆 e10022 0.049377942926710286
149 111,90 南京信息工程大学东门 e10024 0.07312265935737995
150 112,22 南京信息工程大学西苑食堂 e22 0.04272936928906426
151 113,72 南京信息工程大学东苑食堂 e1006 0.045388216262394615
152 114,63 南京信息工程大学明德楼 e63 0.028938627617698495
153 115,94 南京信息工程大学文德楼 e10028 0.009639908915577027
154 116,36 南京信息工程大学滨江楼 e36 0.046200626733092186
155 117,35 南京信息工程大学揽江楼 e35 0.06148911829516984
156 118,33 南京信息工程大学阅江楼 e33 0.056244055482849505
157 119,29 南京信息工程大学临江楼 e29 0.03720612690827196
158 120,78 南京信息工程大学气象楼 e10012 0.07510088192777573
159 121,59 南京信息工程大学马克思恩格斯雕像 e59 0.07590153079987187
160 122,58 南京信息工程大学图书馆 e58 0.0655959662511736
161 123,61 南京信息工程大学1960餐厅 e61 0.05716914716021042
162 124,64 南京信息工程大学北辰楼 e64 0.03255479665905464
163 125,62 南京信息工程大学长望楼 e62 0.0890623409551693
164 126,100 南京信息工程大学行政楼 e10034 0.04473869524426479
165 127,107 南京信息工程大学雷丁学院 e10041 0.04055847851353236
166 128,45 南京信息工程大学逸夫楼 e45 0.017541211391698168
167 129,46 南京信息工程大学水云方 e46 0.11563080495661852
168 130,45 南京信息工程大学见山园 e45 0.020976396879572323
169 131,19 天鹅湖 e19 0.09003224850538663
170 132,95 涂长望雕像 e10029 0.021606143825743863
171 133,61 1960街区 e61 0.022929695828609757
172 134,64 水塔公园 e64 0.05043955895330111
173 135,46 南京信息工程大学中苑操场 e46 0.09334592484378244
174 136,28 南京信息工程大学西苑操场 e28 0.06149869292005941
175 137,28 南京信息工程大学西苑篮球场 e28 0.03631838203635741
176 138,17 南京信息工程大学西苑北门 e17 0.03356978349052294
177 139,99 南京信息工程大学西苑南门 e10033 31.22094422452915
178 140,65 南京信息工程大学亚培楼 e65 0.06758055803183834
179 141,63 南京信息工程大学训练馆 e63 0.06907745313317068
180 142,59 南京信息工程大学蜜雪冰城 e59 0.07590153079987187
181 143,63 南京信息工程大学尚贤楼 e63 0.051443975240577366
182 144,79 南气宾馆 e10013 0.055785396185158126
183 145,17 南京信息工程大学西苑新食堂 e17 0.05324855156969902
184 67,66 e1001 e1000 0.043955362034877425
185 68,67 e1002 e1001 0.03786417859342218
186 69,68 e1003 e1002 0.04284691120106563
187 70,69 e1004 e1003 0.043888864328160596
188 71,70 e1005 e1004 0.04862597024770053
189 72,66 e1006 e1000 0.12522443056522625
190 73,72 e1007 e1006 0.04538411820630599
191 77,73 e10011 e1007 0.11479927564346465
192 74,73 e1008 e1007 0.0
193 69,74 e1003 e1008 0.1242011760103082
194 75,74 e1009 e1008 0.16908456172627725
195 77,76 e10011 e10010 0.04646458488175189
196 78,77 e10012 e10011 0.17074701670329123
197 71,76 e1005 e10010 0.28799619468444615
198 82,81 e10016 e10015 0.04281953764099123
199 80,79 e10014 e10013 0.04998709600799067
200 83,79 e10017 e10013 0.10063066677969945
201 84,83 e10018 e10017 0.056881577773126586
202 80,84 e10014 e10018 0.10171206212848123
203 77,73 e10011 e1007 0.11479927564346465
204 80,82 e10014 e10016 0.05247412069793141
205 85,83 e10019 e10017 0.09309964640293696
206 87,84 e10021 e10018 0.13756484800319993
207 88,87 e10022 e10021 0.046168268044499444
208 89,88 e10023 e10022 0.03729169253082642
209 86,88 e10020 e10022 0.044662211034794445
210 85,86 e10019 e10020 0.19529620316245175
211 91,71 e10025 e1005 0.01948606327502101
212 75,91 e1009 e10025 0.05653923014923554
213 109,75 e10043 e1009 0.07175563297872385
214 78,109 e10012 e10043 0.04222622192112924
215 104,78 e10038 e10012 0.15627291253888792
216 105,104 e10039 e10038 0.08452024532609205
217 89,105 e10023 e10039 0.03976496007906899
218 106,89 e10040 e10023 0.05380521686021791
219 105,90 e10039 e10024 0.17331822772257635
220 92,91 e10026 e10025 0.2308305462133302
221 96,92 e10030 e10026 0.11374988823789961
222 94,96 e10028 e10030 0.10981471952762556
223 93,94 e10027 e10028 0.042868437778559185
224 109,93 e10043 e10027 0.07642773440432574
225 95,94 e10029 e10028 0.08913696147935254
226 97,95 e10031 e10029 0.08376087285808169
227 96,97 e10030 e10031 0.07878463709731555
228 99,97 e10033 e10031 0.15927617814973152
229 98,99 e10032 e10033 0.07334049133032017
230 101,98 e10035 e10032 0.04244513450306259
231 100,101 e10034 e10035 0.06366043616506303
232 102,100 e10036 e10034 0.0827577689784156
233 107,102 e10041 e10036 0.0306046988199644
234 98,103 e10032 e10037 0.037306937392011796
235 100,104 e10034 e10038 0.08665917074555152
236 103,107 e10037 e10041 0.031665285063127845
237 108,107 e10042 e10041 0.0905676589161499
238 106,108 e10040 e10042 0.11821434432655456
239 2,1 e2 e1 0.04347289669646505
240 3,1 e3 e1 0.028825038116135574
241 5,1 e5 e1 0.07062253375312863
242 4,3 e4 e3 0.07151901076313227
243 5,4 e5 e4 0.02393363941251114
244 6,4 e6 e4 0.17605484115977757
245 7,4 e7 e4 0.07736721531618625
246 8,7 e8 e7 0.07591165433208805
247 9,8 e9 e8 0.1392751426194105
248 10,9 e10 e9 0.0006955440771608219
249 13,2 e13 e2 0.23068164818247128
250 14,13 e14 e13 0.04959525813694347
251 14,11 e14 e11 0.04490033523609094
252 12,11 e12 e11 0.09132965704316359
253 15,14 e15 e14 0.10047489962029295
254 12,7 e12 e7 0.07477770526041966
255 15,12 e15 e12 0.050901088122580374
256 16,15 e16 e15 0.07683725664059556
257 17,16 e17 e16 0.06295731413722018
258 17,9 e17 e9 0.10575460954009408
259 18,17 e18 e17 0.07170912740900666
260 18,10 e18 e10 0.07669548171472312
261 19,14 e19 e14 0.1245257020840071
262 20,15 e20 e15 0.13961558439334
263 20,19 e20 e19 0.08917569304646518
264 21,16 e21 e16 0.06679867211756767
265 22,17 e22 e17 0.08086617482951818
266 22,21 e22 e21 0.08094950640688423
267 23,18 e23 e18 0.08917415997600182
268 23,22 e23 e22 0.09752740048206711
269 27,21 e27 e21 0.08815368025319134
270 27,20 e27 e20 0.08372337924124323
271 27,24 e27 e24 0.03530921998320011
272 25,24 e25 e24 0.0917283050707594
273 25,22 e25 e22 0.1422488655138742
274 26,25 e26 e25 0.07356724827348436
275 26,23 e26 e23 0.19449911659370556
276 28,24 e28 e24 0.06691652236466256
277 29,19 e29 e19 0.20159432796445334
278 31,28 e31 e28 0.15540632065405788
279 30,29 e30 e29 0.05290055444483074
280 31,30 e31 e30 0.06562616520133602
281 32,31 e32 e31 0.06455477556801856
282 33,32 e33 e32 0.07888174825386025
283 33,26 e33 e26 0.2363342554987022
284 34,30 e34 e30 0.12749799879564588
285 36,32 e36 e32 0.08627444435072275
286 37,33 e37 e33 0.0868640179640956
287 37,36 e37 e36 0.07664403185179092
288 36,35 e36 e35 0.04238025412925321
289 35,34 e35 e34 0.1315701884366414
290 38,37 e38 e37 0.14797200025204407
291 39,35 e39 e35 0.10913131867855204
292 39,38 e39 e38 0.07261947533786223
293 40,39 e40 e39 0.06786487870761454
294 41,40 e41 e40 0.061057748985091864
295 41,34 e41 e34 0.1061065598001104
296 42,2 e42 e2 0.1957692576564305
297 43,13 e43 e13 0.20303368110378675
298 45,29 e45 e29 0.2053265134574455
299 46,45 e46 e45 0.14511031833588664
300 45,44 e45 e44 0.058843548524900285
301 47,43 e47 e43 0.08988916735892014
302 47,44 e47 e44 0.12860950145973346
303 43,42 e43 e42 0.24220850985914286
304 48,43 e48 e43 0.08630228684382549
305 49,47 e49 e47 0.08744108741091357
306 50,44 e50 e44 0.08914657228084107
307 56,42 e56 e42 0.2631514880270269
308 49,48 e49 e48 0.08757343781780955
309 50,49 e50 e49 0.10745318193371052
310 51,50 e51 e50 0.2311909266168162
311 53,48 e53 e48 0.15813842525856123
312 58,50 e58 e50 0.12631775401566053
313 56,54 e56 e54 0.12275022689138457
314 54,53 e54 e53 0.11632306410597246
315 55,54 e55 e54 0.1993641953643127
316 59,53 e59 e53 0.11311356456502866
317 58,52 e58 e52 0.14310983815548464
318 57,52 e57 e52 0.18467619086406722
319 59,52 e59 e52 0.17616611789551967
320 64,55 e64 e55 0.18339105191883392
321 62,59 e62 e59 0.12862144060041614
322 61,52 e61 e52 0.12489834264905664
323 60,57 e60 e57 0.09522961086833749
324 62,55 e62 e55 0.1314671709581509
325 62,61 e62 e61 0.1628845387891995
326 61,60 e61 e60 0.18593176275955572
327 65,61 e65 e61 0.19252885671352307
328 63,62 e63 e62 0.21635690308222502
329 64,63 e64 e63 0.14944127769332827
330 65,63 e65 e63 0.18490513524903787
331 71,63 e1005 e63 0.09832914747704213
332 88,110 e10022 南京信息工程大学体育馆 0.049377942926710286
333 90,111 e10024 南京信息工程大学东门 0.07312265935737995
334 22,112 e22 南京信息工程大学西苑食堂 0.04272936928906426
335 72,113 e1006 南京信息工程大学东苑食堂 0.045388216262394615
336 63,114 e63 南京信息工程大学明德楼 0.028938627617698495
337 94,115 e10028 南京信息工程大学文德楼 0.009639908915577027
338 36,116 e36 南京信息工程大学滨江楼 0.046200626733092186
339 35,117 e35 南京信息工程大学揽江楼 0.06148911829516984
340 33,118 e33 南京信息工程大学阅江楼 0.056244055482849505
341 29,119 e29 南京信息工程大学临江楼 0.03720612690827196
342 78,120 e10012 南京信息工程大学气象楼 0.07510088192777573
343 59,121 e59 南京信息工程大学马克思恩格斯雕像 0.07590153079987187
344 58,122 e58 南京信息工程大学图书馆 0.0655959662511736
345 61,123 e61 南京信息工程大学1960餐厅 0.05716914716021042
346 64,124 e64 南京信息工程大学北辰楼 0.03255479665905464
347 62,125 e62 南京信息工程大学长望楼 0.0890623409551693
348 100,126 e10034 南京信息工程大学行政楼 0.04473869524426479
349 107,127 e10041 南京信息工程大学雷丁学院 0.04055847851353236
350 45,128 e45 南京信息工程大学逸夫楼 0.017541211391698168
351 46,129 e46 南京信息工程大学水云方 0.11563080495661852
352 45,130 e45 南京信息工程大学见山园 0.020976396879572323
353 19,131 e19 天鹅湖 0.09003224850538663
354 95,132 e10029 涂长望雕像 0.021606143825743863
355 61,133 e61 1960街区 0.022929695828609757
356 64,134 e64 水塔公园 0.05043955895330111
357 46,135 e46 南京信息工程大学中苑操场 0.09334592484378244
358 28,136 e28 南京信息工程大学西苑操场 0.06149869292005941
359 28,137 e28 南京信息工程大学西苑篮球场 0.03631838203635741
360 17,138 e17 南京信息工程大学西苑北门 0.03356978349052294
361 99,139 e10033 南京信息工程大学西苑南门 31.22094422452915
362 65,140 e65 南京信息工程大学亚培楼 0.06758055803183834
363 63,141 e63 南京信息工程大学训练馆 0.06907745313317068
364 59,142 e59 南京信息工程大学蜜雪冰城 0.07590153079987187
365 63,143 e63 南京信息工程大学尚贤楼 0.051443975240577366
366 79,144 e10013 南气宾馆 0.055785396185158126
367 17,145 e17 南京信息工程大学西苑新食堂 0.05324855156969902
